回号,抽せん日,当せん番号,BOX,直近BOX3回
第0640回,1999/12/20,8932,2389,"第0201回, 第0395回"
第0641回,1999/12/22,9712,1279,第0002回
第0642回,1999/12/24,3523,2335,
第0643回,1999/12/27,2701,0127,第0247回
第0644回,1999/12/29,4221,1224,第0451回
第0645回,2000/01/05,3967,3679,"第0251回, 第0403回, 第0565回"
第0646回,2000/01/07,6597,5679,"第0445回, 第0502回"
第0647回,2000/01/10,1148,1148,第0612回
第0648回,2000/01/12,3793,3379,
第0649回,2000/01/14,4069,0469,
第0650回,2000/01/17,2678,2678,第0288回
第0651回,2000/01/19,1743,1347,"第0398回, 第0430回, 第0449回"
第0652回,2000/01/21,3209,0239,"第0224回, 第0428回"
第0653回,2000/01/24,7402,0247,
第0654回,2000/01/26,9818,1889,
第0655回,2000/01/28,7657,5677,"第0126回, 第0255回, 第0432回"
第0656回,2000/01/31,7999,7999,
第0657回,2000/02/02,2800,0028,第0587回
第0658回,2000/02/04,5605,0556,"第0039回, 第0338回, 第0634回"
第0659回,2000/02/07,1131,1113,
第0660回,2000/02/09,4073,0347,"第0035回, 第0080回, 第0138回"
第0661回,2000/02/11,0394,0349,第0135回
第0662回,2000/02/14,4290,0249,"第0124回, 第0130回"
第0663回,2000/02/16,0872,0278,
第0664回,2000/02/18,6076,0667,第0286回
第0665回,2000/02/21,4653,3456,"第0448回, 第0464回"
第0666回,2000/02/23,0959,0599,
第0667回,2000/02/25,1913,1139,
第0668回,2000/02/28,9962,2699,第0096回
第0669回,2000/03/01,6717,1677,"第0234回, 第0559回"
第0670回,2000/03/03,5606,0566,"第0133回, 第0386回"
第0671回,2000/03/06,5436,3456,"第0448回, 第0464回, 第0665回"
第0672回,2000/03/08,1834,1348,"第0355回, 第0373回"
第0673回,2000/03/10,9963,3699,
第0674回,2000/03/13,8664,4668,"第0220回, 第0311回"
第0675回,2000/03/15,1053,0135,"第0043回, 第0211回, 第0325回"
第0676回,2000/03/17,7697,6779,"第0036回, 第0505回, 第0522回"
第0677回,2000/03/20,0829,0289,"第0066回, 第0167回, 第0553回"
第0678回,2000/03/22,0644,0446,第0187回
第0679回,2000/03/24,9037,0379,
第0680回,2000/03/27,0909,0099,"第0548回, 第0569回"
第0681回,2000/03/29,5026,0256,"第0005回, 第0381回"
第0682回,2000/03/31,7175,1577,
第0683回,2000/04/03,7329,2379,第0280回
第0684回,2000/04/05,2782,2278,"第0459回, 第0564回"
第0685回,2000/04/07,1804,0148,
第0686回,2000/04/10,5970,0579,"第0335回, 第0402回, 第0490回"
第0687回,2000/04/12,7440,0447,第0172回
第0688回,2000/04/14,3906,0369,"第0106回, 第0514回"
第0689回,2000/04/17,4983,3489,第0397回
第0690回,2000/04/19,2430,0234,"第0058回, 第0136回"
第0691回,2000/04/21,0473,0347,"第0080回, 第0138回, 第0660回"
第0692回,2000/04/24,9236,2369,第0499回
第0693回,2000/04/26,6189,1689,"第0287回, 第0411回, 第0486回"
第0694回,2000/04/28,4905,0459,"第0302回, 第0446回, 第0510回"
第0695回,2000/05/01,1915,1159,
第0696回,2000/05/03,1197,1179,第0229回
第0697回,2000/05/05,4359,3459,
第0698回,2000/05/08,8646,4668,"第0220回, 第0311回, 第0674回"
第0699回,2000/05/10,4772,2477,
第0700回,2000/05/12,2922,2229,
第0701回,2000/05/15,4476,4467,
第0702回,2000/05/17,4921,1249,
第0703回,2000/05/19,8511,1158,第0314回
第0704回,2000/05/22,2953,2359,
第0705回,2000/05/24,1202,0122,第0203回
第0706回,2000/05/26,8172,1278,"第0092回, 第0471回"
第0707回,2000/05/29,5798,5789,"第0042回, 第0051回, 第0156回"
第0708回,2000/05/31,6351,1356,第0580回
第0709回,2000/06/02,0592,0259,"第0285回, 第0482回"
第0710回,2000/06/05,7389,3789,"第0457回, 第0461回"
第0711回,2000/06/07,4820,0248,"第0171回, 第0600回"
第0712回,2000/06/09,6612,1266,第0327回
第0713回,2000/06/12,8501,0158,"第0439回, 第0637回"
第0714回,2000/06/14,4434,3444,第0603回
第0715回,2000/06/16,6216,1266,"第0327回, 第0712回"
第0716回,2000/06/19,5533,3355,
第0717回,2000/06/21,9787,7789,第0539回
第0718回,2000/06/23,6711,1167,
第0719回,2000/06/26,0586,0568,"第0254回, 第0284回, 第0601回"
第0720回,2000/06/28,2600,0026,
第0721回,2000/06/30,6020,0026,第0720回
第0722回,2000/07/03,3592,2359,第0704回
第0723回,2000/07/05,9916,1699,"第0557回, 第0607回"
第0724回,2000/07/07,5754,4557,"第0032回, 第0301回, 第0360回"
第0725回,2000/07/10,3918,1389,"第0378回, 第0450回, 第0468回"
第0726回,2000/07/12,9124,1249,第0702回
第0727回,2000/07/14,8150,0158,"第0439回, 第0637回, 第0713回"
第0728回,2000/07/17,0603,0036,
第0729回,2000/07/19,3733,3337,"第0405回, 第0526回"
第0730回,2000/07/21,8804,0488,"第0399回, 第0417回"
第0731回,2000/07/24,3003,0033,第0091回
第0732回,2000/07/26,4372,2347,
第0733回,2000/07/28,9493,3499,
第0734回,2000/07/31,2579,2579,"第0158回, 第0323回, 第0393回"
第0735回,2000/08/02,4853,3458,
第0736回,2000/08/04,0899,0899,第0512回
第0737回,2000/08/07,0630,0036,第0728回
第0738回,2000/08/09,1727,1277,
第0739回,2000/08/11,6024,0246,"第0105回, 第0173回, 第0623回"
第0740回,2000/08/14,8900,0089,第0165回
第0741回,2000/08/16,1327,1237,第0319回
第0742回,2000/08/18,4558,4558,第0040回
第0743回,2000/08/21,8283,2388,
第0744回,2000/08/23,4635,3456,"第0464回, 第0665回, 第0671回"
第0745回,2000/08/25,7670,0677,
第0746回,2000/08/28,1591,1159,第0695回
第0747回,2000/08/30,3173,1337,第0192回
第0748回,2000/09/01,7290,0279,"第0359回, 第0530回, 第0631回"
第0749回,2000/09/04,3198,1389,"第0450回, 第0468回, 第0725回"
第0750回,2000/09/06,8678,6788,
第0751回,2000/09/08,4700,0047,第0472回
第0752回,2000/09/11,3191,1139,第0667回
第0753回,2000/09/13,3686,3668,第0364回
第0754回,2000/09/15,4544,4445,第0174回
第0755回,2000/09/18,8675,5678,"第0145回, 第0582回"
第0756回,2000/09/20,9894,4899,
第0757回,2000/09/22,2794,2479,"第0298回, 第0470回"
第0758回,2000/09/25,5151,1155,
第0759回,2000/09/27,2894,2489,
第0760回,2000/09/29,6504,0456,"第0524回, 第0560回"
第0761回,2000/10/02,2809,0289,"第0167回, 第0553回, 第0677回"
第0762回,2000/10/04,4108,0148,第0685回
第0763回,2000/10/06,2758,2578,
第0764回,2000/10/09,5489,4589,第0556回
第0765回,2000/10/11,0779,0779,
第0766回,2000/10/13,1372,1237,"第0319回, 第0741回"
第0767回,2000/10/16,0235,0235,
第0768回,2000/10/18,7385,3578,"第0268回, 第0368回"
第0769回,2000/10/20,7049,0479,第0083回
第0770回,2000/10/23,0178,0178,"第0279回, 第0515回"
第0771回,2000/10/25,7670,0677,第0745回
第0772回,2000/10/27,4635,3456,"第0665回, 第0671回, 第0744回"
第0773回,2000/10/30,5531,1355,第0076回
第0774回,2000/11/01,0328,0238,"第0023回, 第0206回, 第0639回"
第0775回,2000/11/03,9578,5789,"第0051回, 第0156回, 第0707回"
第0776回,2000/11/06,2954,2459,"第0157回, 第0164回"
第0777回,2000/11/08,4810,0148,"第0685回, 第0762回"
第0778回,2000/11/10,6305,0356,第0151回
第0779回,2000/11/13,6921,1269,
第0780回,2000/11/15,0570,0057,第0570回
第0781回,2000/11/17,7852,2578,第0763回
第0782回,2000/11/20,9400,0049,第0053回
第0783回,2000/11/22,3275,2357,第0143回
第0784回,2000/11/24,6936,3669,
第0785回,2000/11/27,9346,3469,第0621回
第0786回,2000/11/29,0399,0399,
第0787回,2000/12/01,7643,3467,"第0013回, 第0418回, 第0629回"
第0788回,2000/12/04,1981,1189,
第0789回,2000/12/06,5509,0559,"第0463回, 第0536回"
第0790回,2000/12/08,4256,2456,"第0289回, 第0350回, 第0506回"
第0791回,2000/12/11,3650,0356,"第0151回, 第0778回"
第0792回,2000/12/13,9050,0059,"第0303回, 第0337回"
第0793回,2000/12/15,6989,6899,"第0339回, 第0406回"
第0794回,2000/12/18,5737,3577,
第0795回,2000/12/20,3986,3689,"第0391回, 第0422回, 第0581回"
第0796回,2000/12/22,7798,7789,"第0539回, 第0717回"
第0797回,2000/12/25,6223,2236,
第0798回,2000/12/27,1379,1379,第0207回
第0799回,2000/12/29,5595,5559,
第0800回,2001/01/05,3930,0339,"第0278回, 第0550回"
第0801回,2001/01/08,0516,0156,第0317回
第0802回,2001/01/10,8327,2378,"第0204回, 第0504回"
第0803回,2001/01/12,8494,4489,
第0804回,2001/01/15,1122,1122,
第0805回,2001/01/17,4595,4559,
第0806回,2001/01/19,7748,4778,
第0807回,2001/01/22,0016,0016,
第0808回,2001/01/24,8058,0588,
第0809回,2001/01/26,3878,3788,第0341回
第0810回,2001/01/29,1623,1236,"第0362回, 第0487回"
第0811回,2001/01/31,0385,0358,
第0812回,2001/02/02,0742,0247,第0653回
第0813回,2001/02/05,2902,0229,第0147回
第0814回,2001/02/07,2711,1127,第0615回
第0815回,2001/02/09,0908,0089,"第0165回, 第0740回"
第0816回,2001/02/12,5297,2579,"第0323回, 第0393回, 第0734回"
第0817回,2001/02/14,8319,1389,"第0468回, 第0725回, 第0749回"
第0818回,2001/02/16,4342,2344,
第0819回,2001/02/19,5382,2358,"第0021回, 第0232回"
第0820回,2001/02/21,7402,0247,"第0653回, 第0812回"
第0821回,2001/02/23,9968,6899,"第0339回, 第0406回, 第0793回"
第0822回,2001/02/26,0597,0579,"第0402回, 第0490回, 第0686回"
第0823回,2001/02/28,2422,2224,
第0824回,2001/03/02,9941,1499,
第0825回,2001/03/05,8238,2388,第0743回
第0826回,2001/03/07,0301,0013,"第0119回, 第0491回"
第0827回,2001/03/09,9634,3469,"第0621回, 第0785回"
第0828回,2001/03/12,0325,0235,第0767回
第0829回,2001/03/14,3119,1139,"第0667回, 第0752回"
第0830回,2001/03/16,8609,0689,"第0345回, 第0400回, 第0552回"
第0831回,2001/03/19,1807,0178,"第0279回, 第0515回, 第0770回"
第0832回,2001/03/21,5096,0569,"第0093回, 第0509回"
第0833回,2001/03/23,8866,6688,
第0834回,2001/03/26,6879,6789,第0017回
第0835回,2001/03/28,4357,3457,"第0118回, 第0438回"
第0836回,2001/03/30,2221,1222,
第0837回,2001/04/02,7853,3578,"第0268回, 第0368回, 第0768回"
第0838回,2001/04/04,6289,2689,第0117回
第0839回,2001/04/06,1112,1112,
第0840回,2001/04/09,1477,1477,
第0841回,2001/04/11,6926,2669,第0394回
第0842回,2001/04/13,3781,1378,第0608回
第0843回,2001/04/16,6718,1678,第0248回
第0844回,2001/04/18,0322,0223,
第0845回,2001/04/20,6848,4688,第0611回
第0846回,2001/04/23,9199,1999,第0583回
第0847回,2001/04/25,8348,3488,
第0848回,2001/04/27,5734,3457,"第0118回, 第0438回, 第0835回"
第0849回,2001/04/30,9285,2589,"第0104回, 第0108回, 第0628回"
第0850回,2001/05/02,9662,2669,"第0394回, 第0841回"
第0851回,2001/05/04,1368,1368,第0196回
第0852回,2001/05/07,2275,2257,第0497回
第0853回,2001/05/09,5418,1458,第0263回
第0854回,2001/05/11,1240,0124,第0609回
第0855回,2001/05/14,7125,1257,"第0034回, 第0213回, 第0310回"
第0856回,2001/05/16,1445,1445,
第0857回,2001/05/18,1571,1157,第0437回
第0858回,2001/05/21,6750,0567,第0276回
第0859回,2001/05/23,8212,1228,
第0860回,2001/05/25,6988,6889,
第0861回,2001/05/28,9691,1699,"第0557回, 第0607回, 第0723回"
第0862回,2001/05/30,9397,3799,第0638回
第0863回,2001/06/01,5347,3457,"第0438回, 第0835回, 第0848回"
第0864回,2001/06/04,6193,1369,"第0113回, 第0619回"
第0865回,2001/06/06,6768,6678,"第0357回, 第0478回"
第0866回,2001/06/08,2365,2356,"第0551回, 第0567回"
第0867回,2001/06/11,9555,5559,第0799回
第0868回,2001/06/13,9186,1689,"第0411回, 第0486回, 第0693回"
第0869回,2001/06/15,0906,0069,"第0351回, 第0513回"
第0870回,2001/06/18,2436,2346,"第0010回, 第0598回"
第0871回,2001/06/20,3181,1138,
第0872回,2001/06/22,3422,2234,
第0873回,2001/06/25,3425,2345,第0429回
第0874回,2001/06/27,2341,1234,"第0352回, 第0416回, 第0516回"
第0875回,2001/06/29,6685,5668,第0544回
第0876回,2001/07/02,1667,1667,
第0877回,2001/07/04,9407,0479,"第0083回, 第0769回"
第0878回,2001/07/06,6447,4467,第0701回
第0879回,2001/07/09,4433,3344,
第0880回,2001/07/11,2530,0235,"第0767回, 第0828回"
第0881回,2001/07/13,6463,3466,第0028回
第0882回,2001/07/16,7020,0027,
第0883回,2001/07/18,9569,5699,
第0884回,2001/07/20,8390,0389,第0575回
第0885回,2001/07/23,9413,1349,"第0423回, 第0425回, 第0531回"
第0886回,2001/07/25,1141,1114,
第0887回,2001/07/27,3607,0367,
第0888回,2001/07/30,1188,1188,
第0889回,2001/08/01,4720,0247,"第0653回, 第0812回, 第0820回"
第0890回,2001/08/03,9406,0469,第0649回
第0891回,2001/08/06,2502,0225,"第0152回, 第0376回"
第0892回,2001/08/08,9527,2579,"第0393回, 第0734回, 第0816回"
第0893回,2001/08/10,4495,4459,第0493回
第0894回,2001/08/13,7915,1579,第0602回
第0895回,2001/08/15,7329,2379,"第0280回, 第0683回"
第0896回,2001/08/17,3130,0133,第0566回
第0897回,2001/08/20,3918,1389,"第0725回, 第0749回, 第0817回"
第0898回,2001/08/22,7050,0057,"第0570回, 第0780回"
第0899回,2001/08/24,6606,0666,
第0900回,2001/08/27,8207,0278,第0663回
第0901回,2001/08/29,9506,0569,"第0093回, 第0509回, 第0832回"
第0902回,2001/08/31,8287,2788,第0061回
第0903回,2001/09/03,3418,1348,"第0355回, 第0373回, 第0672回"
第0904回,2001/09/05,0890,0089,"第0165回, 第0740回, 第0815回"
第0905回,2001/09/07,0665,0566,"第0133回, 第0386回, 第0670回"
第0906回,2001/09/10,7544,4457,
第0907回,2001/09/12,3357,3357,
第0908回,2001/09/14,6947,4679,第0046回
第0909回,2001/09/17,8566,5668,"第0544回, 第0875回"
第0910回,2001/09/19,5362,2356,"第0551回, 第0567回, 第0866回"
第0911回,2001/09/21,8611,1168,
第0912回,2001/09/24,6160,0166,
第0913回,2001/09/26,3260,0236,"第0018回, 第0270回"
第0914回,2001/09/28,6784,4678,
第0915回,2001/10/01,8747,4778,第0806回
第0916回,2001/10/03,4749,4479,
第0917回,2001/10/05,6640,0466,"第0077回, 第0332回"
第0918回,2001/10/08,6245,2456,"第0350回, 第0506回, 第0790回"
第0919回,2001/10/10,6587,5678,"第0145回, 第0582回, 第0755回"
第0920回,2001/10/12,7255,2557,
第0921回,2001/10/15,6825,2568,第0094回
第0922回,2001/10/17,0215,0125,第0389回
第0923回,2001/10/19,7356,3567,第0593回
第0924回,2001/10/22,0266,0266,
第0925回,2001/10/24,7137,1377,第0554回
第0926回,2001/10/26,5958,5589,第0462回
第0927回,2001/10/29,4639,3469,"第0621回, 第0785回, 第0827回"
第0928回,2001/10/31,0441,0144,第0307回
第0929回,2001/11/02,0333,0333,
第0930回,2001/11/05,4092,0249,"第0124回, 第0130回, 第0662回"
第0931回,2001/11/07,1826,1268,
第0932回,2001/11/09,5938,3589,第0054回
第0933回,2001/11/12,5552,2555,
第0934回,2001/11/14,5994,4599,"第0176回, 第0267回, 第0436回"
第0935回,2001/11/16,4602,0246,"第0173回, 第0623回, 第0739回"
第0936回,2001/11/19,5693,3569,"第0227回, 第0460回"
第0937回,2001/11/21,7315,1357,第0507回
第0938回,2001/11/23,4949,4499,
第0939回,2001/11/26,1222,1222,第0836回
第0940回,2001/11/28,2409,0249,"第0130回, 第0662回, 第0930回"
第0941回,2001/11/30,8321,1238,"第0181回, 第0572回"
第0942回,2001/12/03,0030,0003,
第0943回,2001/12/05,2956,2569,第0492回
第0944回,2001/12/07,5335,3355,第0716回
第0945回,2001/12/10,5032,0235,"第0767回, 第0828回, 第0880回"
第0946回,2001/12/12,3078,0378,第0525回
第0947回,2001/12/14,4562,2456,"第0506回, 第0790回, 第0918回"
第0948回,2001/12/17,1542,1245,"第0414回, 第0427回"
第0949回,2001/12/19,4449,4449,
第0950回,2001/12/21,4046,0446,"第0187回, 第0678回"
第0951回,2001/12/24,8549,4589,"第0556回, 第0764回"
第0952回,2001/12/26,7571,1577,第0682回
第0953回,2001/12/28,0245,0245,"第0261回, 第0561回, 第0620回"
第0954回,2002/01/04,6923,2369,"第0499回, 第0692回"
第0955回,2002/01/07,8233,2338,
第0956回,2002/01/09,1172,1127,"第0615回, 第0814回"
第0957回,2002/01/11,1725,1257,"第0213回, 第0310回, 第0855回"
第0958回,2002/01/14,4399,3499,第0733回
第0959回,2002/01/16,0898,0889,第0421回
第0960回,2002/01/18,9930,0399,第0786回
第0961回,2002/01/21,9571,1579,"第0602回, 第0894回"
第0962回,2002/01/23,1123,1123,
第0963回,2002/01/25,3667,3667,
第0964回,2002/01/28,1490,0149,"第0380回, 第0474回, 第0549回"
第0965回,2002/01/30,3837,3378,第0592回
第0966回,2002/02/01,1296,1269,第0779回
第0967回,2002/02/04,5947,4579,"第0212回, 第0500回"
第0968回,2002/02/06,0001,0001,
第0969回,2002/02/08,4051,0145,"第0388回, 第0495回"
第0970回,2002/02/11,3716,1367,第0483回
第0971回,2002/02/13,7928,2789,第0344回
第0972回,2002/02/15,2642,2246,"第0020回, 第0085回"
第0973回,2002/02/18,5690,0569,"第0509回, 第0832回, 第0901回"
第0974回,2002/02/20,8681,1688,
第0975回,2002/02/22,8534,3458,第0735回
第0976回,2002/02/25,9399,3999,
第0977回,2002/02/27,5774,4577,第0242回
第0978回,2002/03/01,2458,2458,"第0006回, 第0440回, 第0542回"
第0979回,2002/03/04,1796,1679,"第0110回, 第0188回, 第0456回"
第0980回,2002/03/06,2175,1257,"第0310回, 第0855回, 第0957回"
第0981回,2002/03/08,9407,0479,"第0083回, 第0769回, 第0877回"
第0982回,2002/03/11,8667,6678,"第0357回, 第0478回, 第0865回"
第0983回,2002/03/13,1585,1558,
第0984回,2002/03/15,3996,3699,第0673回
第0985回,2002/03/18,6215,1256,第0142回
第0986回,2002/03/20,3912,1239,"第0063回, 第0141回, 第0622回"
第0987回,2002/03/22,5262,2256,第0088回
第0988回,2002/03/25,5648,4568,第0153回
第0989回,2002/03/27,1839,1389,"第0749回, 第0817回, 第0897回"
第0990回,2002/03/29,0339,0339,"第0278回, 第0550回, 第0800回"
第0991回,2002/04/01,1933,1339,
第0992回,2002/04/03,0253,0235,"第0828回, 第0880回, 第0945回"
第0993回,2002/04/05,7026,0267,
第0994回,2002/04/08,7428,2478,第0185回
第0995回,2002/04/10,3013,0133,"第0566回, 第0896回"
第0996回,2002/04/12,4515,1455,
第0997回,2002/04/15,7488,4788,
第0998回,2002/04/17,3242,2234,第0872回
第0999回,2002/04/19,7461,1467,"第0249回, 第0523回"
第1000回,2002/04/22,6576,5667,"第0030回, 第0199回"
第1001回,2002/04/24,8637,3678,第0413回
第1002回,2002/04/26,0288,0288,
第1003回,2002/04/29,7710,0177,"第0082回, 第0534回"
第1004回,2002/05/01,6971,1679,"第0188回, 第0456回, 第0979回"
第1005回,2002/05/03,1818,1188,第0888回
第1006回,2002/05/06,2929,2299,"第0273回, 第0444回"
第1007回,2002/05/08,2032,0223,第0844回
第1008回,2002/05/10,0314,0134,
第1009回,2002/05/13,9355,3559,
第1010回,2002/05/15,1061,0116,"第0349回, 第0475回"
第1011回,2002/05/17,2014,0124,"第0609回, 第0854回"
第1012回,2002/05/20,0783,0378,"第0525回, 第0946回"
第1013回,2002/05/22,0437,0347,"第0138回, 第0660回, 第0691回"
第1014回,2002/05/24,9271,1279,"第0002回, 第0641回"
第1015回,2002/05/27,7605,0567,"第0276回, 第0858回"
第1016回,2002/05/29,8459,4589,"第0556回, 第0764回, 第0951回"
第1017回,2002/05/31,0905,0059,"第0303回, 第0337回, 第0792回"
第1018回,2002/06/03,9766,6679,第0090回
第1019回,2002/06/05,4560,0456,"第0524回, 第0560回, 第0760回"
第1020回,2002/06/07,0900,0009,
第1021回,2002/06/10,6120,0126,"第0029回, 第0274回, 第0379回"
第1022回,2002/06/12,9255,2559,
第1023回,2002/06/14,1706,0167,
第1024回,2002/06/17,9849,4899,第0756回
第1025回,2002/06/19,1268,1268,第0931回
第1026回,2002/06/21,7174,1477,第0840回
第1027回,2002/06/24,9081,0189,"第0484回, 第0519回"
第1028回,2002/06/26,3521,1235,"第0193回, 第0576回"
第1029回,2002/06/28,1565,1556,
第1030回,2002/07/01,3002,0023,
第1031回,2002/07/03,3288,2388,"第0743回, 第0825回"
第1032回,2002/07/05,1744,1447,"第0225回, 第0258回, 第0626回"
第1033回,2002/07/08,3754,3457,"第0835回, 第0848回, 第0863回"
第1034回,2002/07/10,6694,4669,
第1035回,2002/07/12,6332,2336,第0190回
第1036回,2002/07/15,6811,1168,第0911回
第1037回,2002/07/17,7874,4778,"第0806回, 第0915回"
第1038回,2002/07/19,9787,7789,"第0539回, 第0717回, 第0796回"
第1039回,2002/07/22,8994,4899,"第0756回, 第1024回"
第1040回,2002/07/24,3694,3469,"第0785回, 第0827回, 第0927回"
第1041回,2002/07/26,0723,0237,第0361回
第1042回,2002/07/29,6634,3466,"第0028回, 第0881回"
第1043回,2002/07/31,6271,1267,
第1044回,2002/08/02,7522,2257,"第0497回, 第0852回"
第1045回,2002/08/05,8650,0568,"第0284回, 第0601回, 第0719回"
第1046回,2002/08/07,4598,4589,"第0764回, 第0951回, 第1016回"
